Date,Close
1/21/2020,0.35
1/22/2020,0.35
1/23/2020,0.35
1/27/2020,0.35
1/28/2020,0.35
1/30/2020,0.34
1/31/2020,0.24
2/4/2020,0.34
2/5/2020,0.32
2/7/2020,0.29
2/10/2020,0.25
2/11/2020,0.3
2/14/2020,0.28
2/21/2020,0.3
2/24/2020,0.25
2/25/2020,0.3
2/26/2020,0.3
2/27/2020,0.3
2/28/2020,0.25
3/2/2020,0.25
3/3/2020,0.29
3/5/2020,0.25
3/6/2020,0.32
3/9/2020,0.32
3/10/2020,0.36
3/11/2020,0.44
3/12/2020,0.3
3/13/2020,0.35
3/16/2020,0.35
3/17/2020,0.67
3/18/2020,0.69
3/19/2020,0.64
3/20/2020,0.5
3/23/2020,0.5
3/24/2020,0.45
3/25/2020,0.45
3/26/2020,0.5
3/27/2020,0.5
3/30/2020,0.45
3/31/2020,0.8
4/1/2020,0.59
4/2/2020,0.46
4/3/2020,0.53
4/6/2020,0.55
4/7/2020,0.51
4/8/2020,0.54
4/9/2020,0.53
4/13/2020,0.43
5/1/2020,0.05
5/4/2020,0.2
5/5/2020,0.25
5/6/2020,0.45
5/7/2020,0.45
5/12/2020,0.2
5/13/2020,0.23
5/14/2020,0.2
5/15/2020,0.22
5/18/2020,0.23
5/20/2020,0.23
5/21/2020,0.23
5/28/2020,0.23
6/3/2020,0.2
6/4/2020,0.19
6/5/2020,0.18
6/8/2020,0.34
6/10/2020,0.35
6/18/2020,0.35
6/22/2020,0.35
6/23/2020,0.25
6/24/2020,0.15
6/26/2020,0.2
6/30/2020,0.2
7/2/2020,0.25
7/6/2020,0.35
7/8/2020,0.22
7/9/2020,0.2
7/14/2020,0.2
7/15/2020,0.2
7/16/2020,0.2
7/17/2020,0.2
7/22/2020,0.2
7/24/2020,0.2
7/27/2020,0.2
7/28/2020,0.2
8/17/2020,0.2
8/24/2020,0.5
8/25/2020,0.37
8/26/2020,0.36
8/27/2020,0.38
8/28/2020,0.27
9/1/2020,0.27
9/3/2020,0.24
9/4/2020,0.22
9/8/2020,0.52
9/9/2020,0.45
9/10/2020,0.45
9/11/2020,0.31
9/14/2020,0.26
9/15/2020,0.26
9/16/2020,0.25
9/17/2020,0.25
9/18/2020,0.26
9/21/2020,0.26
9/25/2020,0.28
9/28/2020,0.28
9/29/2020,0.28
9/30/2020,0.28
10/1/2020,0.27
10/6/2020,0.23
10/8/2020,0.23
10/9/2020,0.23
10/14/2020,0.21
10/15/2020,0.22
10/16/2020,0.22
10/19/2020,0.22
10/22/2020,0.17
10/28/2020,0.22
10/29/2020,0.22
10/30/2020,0.22
11/2/2020,0.19
11/4/2020,0.48
11/5/2020,0.34
11/6/2020,0.35
11/9/2020,0.22
11/16/2020,0.22
11/18/2020,0.2
11/19/2020,0.22
11/20/2020,0.22
11/24/2020,0.2
11/30/2020,0.2
12/1/2020,0.2
12/8/2020,0.2
12/9/2020,0.2
12/10/2020,0.2
12/11/2020,0.3
12/15/2020,0.2
12/17/2020,0.16
12/18/2020,0.16
12/21/2020,0.14
12/22/2020,0.12
12/24/2020,0.12
12/28/2020,0
12/30/2020,0
12/31/2020,0.04
1/4/2021,0.42
1/5/2021,0
1/6/2021,0
1/7/2021,0.12
1/11/2021,0.08
